minute,output
375,0.04312250474185789
376,0.044084785228204915
377,0.0450587845584599
378,0.04604464178955758
379,0.04704249597843266
380,0.04805248618201984
381,0.04907475145725386
382,0.05010943086106944
383,0.05115666345040133
384,0.052216588282184166
385,0.05328934441335269
386,0.05437507090084164
387,0.05547390680158573
388,0.05658599117251968
389,0.057711463070578194
390,0.058850461552696014
391,0.06000312567580784
392,0.061169594496848376
393,0.062350007072752366
394,0.06354450246045452
395,0.06475321971688956
396,0.06597629789899218
397,0.06721387606369712
398,0.06846609326793915
399,0.06973308856865287
400,0.07101500102277307
401,0.07231196968723444
402,0.07362413361897173
403,0.07495163187491963
404,0.07629460351201285
405,0.07765318758718613
406,0.07902752315737419
407,0.08041774927951174
408,0.0818240050105335
409,0.08324642940737417
410,0.08468516152696852
411,0.08614034042625117
412,0.08761210516215694
413,0.08910059479162058
414,0.09060594837157665
415,0.09212830495895995
416,0.0936678036107052
417,0.09522458338374712
418,0.0967987833350204
419,0.0983905425214598
420,0.1
421,0.10162722901990665
422,0.10327203959976887
423,0.10493417595050672
424,0.10661338228304029
425,0.1083094028082896
426,0.11002198173717471
427,0.11175086328061566
428,0.11349579164953263
429,0.11525651105484547
430,0.1170327657074743
431,0.11882429981833921
432,0.12063085759836022
433,0.1224521832584574
434,0.12428802100955082
435,0.1261381150625605
436,0.1280022096284065
437,0.12988004891800892
438,0.13177137714228773
439,0.13367593851216308
440,0.13559347723855492
441,0.1375237375323834
442,0.13946646360456852
443,0.1414213996660304
444,0.14338828992768896
445,0.1453668786004643
446,0.14735690989527653
447,0.14935812802304563
448,0.1513702771946917
449,0.15339310162113481
450,0.15542634551329498
451,0.15746975308209232
452,0.15952306853844678
453,0.16158603609327846
454,0.16365839995750744
455,0.16573990434205377
456,0.16783029345783745
457,0.1699293115157786
458,0.17203670272679736
459,0.17415221130181355
460,0.17627558145174732
461,0.17840655738751873
462,0.18054488332004784
463,0.18269030346025475
464,0.18484256201905944
465,0.18700140320738198
466,0.1891665712361425
467,0.19133781031626088
468,0.1935148646586574
469,0.19569747847425192
470,0.1978853959739646
471,0.20007836136871546
472,0.2022761188694245
473,0.204478412687012
474,0.20668498703239768
475,0.2088955861165018
476,0.21110995415024433
477,0.21332783534454536
478,0.215548973910325
479,0.21777311405850316
480,0.22
481,0.2222293807419613
482,0.2244610244764351
483,0.2266947041916957
484,0.22893019287601668
485,0.23116726351767244
486,0.23340568910493648
487,0.23564524262608322
488,0.23788569706938612
489,0.2401268254231197
490,0.24236840067555732
491,0.24461019581497356
492,0.24685198382964177
493,0.24909353770783646
494,0.2513346304378311
495,0.25357503500790013
496,0.25581452440631725
497,0.2580528716213562
498,0.2602898496412914
499,0.26252523145439643
500,0.26475879004894554
501,0.2669902984132123
502,0.2692195295354713
503,0.2714462564039958
504,0.27367025200706036
505,0.2758912893329383
506,0.2781091413699044
507,0.28032358110623173
508,0.282534381530195
509,0.2847413156300676
510,0.286944156394124
511,0.2891426768106379
512,0.291336649867883
513,0.2935258485541337
514,0.29571004585766364
515,0.2978890147667472
516,0.3000625282696578
517,0.3022303593546698
518,0.30439228101005683
519,0.3065480662240933
520,0.3086974879850527
521,0.31084031928120937
522,0.3129763331008369
523,0.3151053024322097
524,0.3172270002636011
525,0.3193411995832859
526,0.3214476733795374
527,0.32354619464062967
528,0.32563653635483697
529,0.32771847151043276
530,0.3297917730956915
531,0.3318562140988868
532,0.3339115675082929
533,0.33595760631218347
534,0.3379941034988328
535,0.34002083205651445
536,0.3420375649735028
537,0.3440440752380714
538,0.34604013583849463
539,0.348025519763046
540,0.35
541,0.35196339616039674
542,0.35391571434634256
543,0.35585700728271086
544,0.3577873276943743
545,0.35970672830620615
546,0.3616152618430791
547,0.36351298102986657
548,0.3653999385914411
549,0.3672761872526761
550,0.36914177973844414
551,0.3709967687736187
552,0.3728412070830723
553,0.3746751473916783
554,0.3764986424243094
555,0.3783117449058389
556,0.38011450756113974
557,0.38190698311508464
558,0.38368922429254687
559,0.3854612838183992
560,0.387223214417515
561,0.3889750688147668
562,0.39071689973502804
563,0.39244875990317124
564,0.39417070204406995
565,0.39588277888259665
566,0.39758504314362475
567,0.3992775475520269
568,0.40096034483267645
569,0.40263348771044605
570,0.40429702891020897
571,0.40595102115683807
572,0.4075955171752063
573,0.4092305696901868
574,0.4108562314266524
575,0.41247255510947634
576,0.4140795934635313
577,0.4156773992136905
578,0.41726602508482685
579,0.4188455238018135
580,0.42041594808952315
581,0.42197735067282915
582,0.42352978427660415
583,0.42507330162572143
584,0.4266079554450538
585,0.4281337984594744
586,0.42965088339385626
587,0.43115926297307205
588,0.4326589899219952
589,0.43415011696549827
590,0.4356326968284547
591,0.437106782235737
592,0.43857242591221873
593,0.4400296805827723
594,0.4414785989722713
595,0.4429192338055882
596,0.4443516378075964
597,0.4457758637031685
598,0.44719196421717794
599,0.44859999207449736
600,0.45
601,0.45139203461645233
602,0.4527761181381945
603,0.4541522666774612
604,0.455520496346486
605,0.4568808232575032
606,0.4582332635227467
607,0.4595778332544507
608,0.4609145485648491
609,0.4622434255661761
610,0.46356448037066555
611,0.4648777290905518
612,0.46618318783806867
613,0.46748087272545036
614,0.46877079986493064
615,0.47005298536874396
616,0.4713274453491242
617,0.4725941959183052
618,0.4738532531885214
619,0.47510463327200647
620,0.4763483522809948
621,0.47758442632772025
622,0.4788128715244169
623,0.48003370398331874
624,0.48124693981666006
625,0.4824525951366746
626,0.4836506860555967
627,0.48484122868566015
628,0.48602423913909926
629,0.4871997335281478
630,0.4883677279650402
631,0.48952823856201017
632,0.4906812814312918
633,0.4918268726851193
634,0.4929650284357266
635,0.49409576479534795
636,0.49521909787621704
637,0.49633504379056836
638,0.49744361865063547
639,0.4985448385686529
640,0.4996387196568543
641,0.5007252780274741
642,0.5018045297927461
643,0.5028764910649045
644,0.5039411779561831
645,0.5049986065788162
646,0.5060487930450379
647,0.507091753467082
648,0.5081275039571826
649,0.5091560606275741
650,0.5101774395904901
651,0.5111916569581649
652,0.5121987288428326
653,0.5131986713567269
654,0.5141915006120823
655,0.5151772327211325
656,0.5161558837961119
657,0.5171274699492541
658,0.5180920072927935
659,0.5190495119389642
660,0.52
661,0.5209434190774984
662,0.5218794427305087
663,0.5228076760074447
664,0.5237277239567188
665,0.5246391916267442
666,0.525541684065934
667,0.5264348063227012
668,0.5273181634454587
669,0.5281913604826198
670,0.5290540024825972
671,0.5299056944938038
672,0.530746041564653
673,0.5315746487435576
674,0.5323911210789306
675,0.5331950636191852
676,0.5339860814127344
677,0.5347637795079908
678,0.5355277629533679
679,0.5362776367972786
680,0.5370130060881357
681,0.5377334758743523
682,0.5384386512043418
683,0.5391281371265165
684,0.5398015386892899
685,0.5404584609410751
686,0.5410985089302849
687,0.5417212877053322
688,0.5423264023146305
689,0.5429134578065921
690,0.5434820592296306
691,0.5440318116321587
692,0.5445623200625895
693,0.5450731895693363
694,0.5455640252008115
695,0.5460344320054287
696,0.5464840150316006
697,0.5469123793277403
698,0.5473191299422607
699,0.5477038719235752
700,0.5480662103200964
701,0.5484057501802374
702,0.5487220965524113
703,0.5490148544850312
704,0.5492836290265098
705,0.5495280252252606
706,0.5497476481296962
707,0.5499421027882296
708,0.5501109942492741
709,0.5502539275612425
710,0.5503705077725479
711,0.5504603399316035
712,0.5505230290868218
713,0.5505581802866164
714,0.5505653985793999
715,0.5505442890135855
716,0.5504944566375861
717,0.550415506499815
718,0.5503070436486849
719,0.550168673132609
720,0.55
721,0.5498007705550363
722,0.5495712961249555
723,0.5493120292927604
724,0.5490234226414537
725,0.5487059287540385
726,0.5483600002135172
727,0.5479860896028925
728,0.5475846495051677
729,0.5471561325033452
730,0.5467009911804277
731,0.5462196781194183
732,0.5457126459033195
733,0.5451803471151342
734,0.5446232343378653
735,0.5440417601545152
736,0.5434363771480869
737,0.5428075379015834
738,0.5421556949980072
739,0.5414813010203611
740,0.5407848085516479
741,0.5400666701748705
742,0.5393273384730315
743,0.5385672660291337
744,0.5377869054261801
745,0.5369867092471732
746,0.5361671300751158
747,0.535328620493011
748,0.534471633083861
749,0.5335966204306691
750,0.532704035116438
751,0.5317943297241702
752,0.5308679568368687
753,0.5299253690375363
754,0.5289670189091757
755,0.5279933590347895
756,0.527004841997381
757,0.5260019203799522
758,0.5249850467655067
759,0.5239546737370466
760,0.5229112538775752
761,0.5218552397700948
762,0.5207870839976088
763,0.5197072391431191
764,0.5186161577896293
765,0.5175142925201417
766,0.5164020959176594
767,0.515280020565185
768,0.514148519045721
769,0.5130080439422708
770,0.5118590478378366
771,0.5107019833154216
772,0.5095373029580283
773,0.5083654593486597
774,0.5071869050703183
775,0.5060020927060072
776,0.5048114748387288
777,0.5036155040514861
778,0.502414632927282
779,0.5012093140491191
780,0.5
781,0.49878706351717145
782,0.4975705579548546
783,0.4963504568215139
784,0.49512673362561443
785,0.4938993618756207
786,0.49266831507999775
787,0.49143356674721006
788,0.49019509038572256
789,0.48895285950399986
790,0.487706847610507
791,0.4864570282137084
792,0.48520337482206916
793,0.48394586094405373
794,0.48268446008812727
795,0.48141914576275413
796,0.4801498914763992
797,0.4788766707375275
798,0.4775994570546034
799,0.47631822393609197
800,0.4750329448904578
801,0.4737435934261658
802,0.4724501430516806
803,0.47115256727546706
804,0.4698508396059898
805,0.4685449335517139
806,0.4672348226211037
807,0.46592048032262434
808,0.46460188016474024
809,0.4632789956559165
810,0.4619518003046177
811,0.46062026761930847
812,0.459284371108454
813,0.45794408428051864
814,0.45659938064396743
815,0.4552502337072649
816,0.45389661697887607
817,0.4525385039672654
818,0.451175868180898
819,0.4498086831282383
820,0.44843692231775134
821,0.44706055925790167
822,0.44567956745715426
823,0.44429392042397364
824,0.4429035916668249
825,0.4415085546941724
826,0.44010878301448114
827,0.43870425013621595
828,0.43729492956784144
829,0.43588079481782255
830,0.43446181939462375
831,0.43303797680671013
832,0.4316092405625462
833,0.43017558417059704
834,0.42873698113932696
835,0.4272934049772012
836,0.42584482919268407
837,0.4243912272942408
838,0.42293257279033575
839,0.42146883918943395
840,0.42
841,0.41852602167257386
842,0.4170468424259966
843,0.4155623934211837
844,0.4140726058190514
845,0.41257741078051546
846,0.41107673946649204
847,0.40957052303789687
848,0.40805869265564604
849,0.40654117948065527
850,0.4050179146738409
851,0.4034888293961184
852,0.40195385480840407
853,0.4004129220716136
854,0.39886596234666316
855,0.3973129067944685
856,0.39575368657594556
857,0.39418823285201054
858,0.3926164767835791
859,0.3910383495315673
860,0.389453782256891
861,0.38786270612046636
862,0.38626505228320895
863,0.38466075190603516
864,0.3830497361498605
865,0.38143193617560117
866,0.37980728314417306
867,0.3781757082164921
868,0.37653714255347415
869,0.37489151731603537
870,0.3732387636650914
871,0.37157881276155835
872,0.3699115957663523
873,0.36823704384038874
874,0.36655508814458426
875,0.3648656598398542
876,0.36316869008711494
877,0.3614641100472821
878,0.3597518508812719
879,0.35803184374999997
880,0.35630401981438253
881,0.35456831023533525
882,0.3528246461737745
883,0.3510729587906157
884,0.3493131792467752
885,0.3475452387031686
886,0.345769068320712
887,0.3439845992603216
888,0.34219176268291285
889,0.34039048974940217
890,0.3385807116207051
891,0.3367623594577379
892,0.3349353644214162
893,0.33309965767265626
894,0.3312551703723737
895,0.3294018336814848
896,0.3275395787609051
897,0.3256683367715511
898,0.32378803887433805
899,0.32189861623018257
900,0.32
901,0.3180921831258658
902,0.3161754056744925
903,0.314249969493751
904,0.31231617643151327
905,0.3103743283356503
906,0.3084247270540341
907,0.3064676744345356
908,0.3045034723250268
909,0.3025324225733787
910,0.3005548270274631
911,0.2985709875351512
912,0.29658120594431486
913,0.29458578410282504
914,0.2925850238585537
915,0.290579227059372
916,0.2885686955531514
917,0.2865537311877637
918,0.28453463581108
919,0.28251171127097213
920,0.28048525941531116
921,0.278455582091969
922,0.2764229811488166
923,0.274387758433726
924,0.2723502157945681
925,0.2703106550792149
926,0.2682693781355375
927,0.26622668681140765
928,0.26418288295469644
929,0.2621382684132758
930,0.2600931450350168
931,0.2580478146677911
932,0.2560025791594704
933,0.2539577403579257
934,0.2519136001110289
935,0.24987046026665113
936,0.2478286226726642
937,0.24578838917693918
938,0.243750061627348
939,0.24171394187176162
940,0.23968033175805203
941,0.23764953313409026
942,0.2356218478477482
943,0.2335975777468969
944,0.23157702467940824
945,0.22956049049315322
946,0.22754827703600364
947,0.2255406861558311
948,0.22353801970050668
949,0.22154057951790226
950,0.21954866745588889
951,0.2175625853623385
952,0.2155826350851221
953,0.2136091184721116
954,0.21164233737117802
955,0.2096825936301933
956,0.20773018909702848
957,0.2057854256195554
958,0.2038486050456452
959,0.2019200292231697
960,0.2
961,0.19808876434248093
962,0.19618634969084822
963,0.1942927286038119
964,0.19240787364008094
965,0.19053175735836453
966,0.1886643523173716
967,0.18680563107581222
968,0.18495556619239525
969,0.18311413022583004
970,0.1812812957348254
971,0.17945703527809145
972,0.17764132141433706
973,0.17583412670227147
974,0.17403542370060368
975,0.1722451849680436
976,0.17046338306330028
977,0.1686899905450825
978,0.1669249799721004
979,0.16516832390306277
980,0.16341999489667897
981,0.1616799655116579
982,0.15994820830670956
983,0.15822469584054288
984,0.15650940067186714
985,0.15480229535939127
986,0.15310335246182524
987,0.15141254453787803
988,0.14972984414625884
989,0.14805522384567665
990,0.14638865619484143
991,0.14473011375246214
992,0.14307956907724767
993,0.14143699472790805
994,0.13980236326315215
995,0.1381756472416893
996,0.13655681922222843
997,0.13494585176347945
998,0.1333427174241514
999,0.13174738876295353
1000,0.1301598383385947
1001,0.12858003870978496
1002,0.12700796243523324
1003,0.12544358207364878
1004,0.12388687018374057
1005,0.12233779932421854
1006,0.12079634205379164
1007,0.11926247093116882
1008,0.11773615851506002
1009,0.1162173773641742
1010,0.1147061000372206
1011,0.11320229909290827
1012,0.11170594708994705
1013,0.11021701658704594
1014,0.10873548014291422
1015,0.10726131031626082
1016,0.10579447966579571
1017,0.10433496075022781
1018,0.10288272612826643
1019,0.10143774835862052
1020,0.1
1021,0.09856947246717382
1022,0.09714623259915085
1023,0.09573036609100091
1024,0.09432195863779287
1025,0.09292109593459587
1026,0.09152786367647886
1027,0.09014234755851154
1028,0.08876463327576287
1029,0.08739480652330195
1030,0.08603295299619773
1031,0.08467915838951993
1032,0.08333350839833747
1033,0.08199608871771952
1034,0.08066698504273496
1035,0.07934628306845358
1036,0.07803406848994422
1037,0.07673042700227581
1038,0.07543544430051809
1039,0.07414920607973995
1040,0.07287179803501055
1041,0.07160330586139886
1042,0.07034381525397455
1043,0.06909341190780653
1044,0.06785218151796402
1045,0.0666202097795159
1046,0.06539758238753185
1047,0.06418438503708085
1048,0.06298070342323205
1049,0.061786623241054356
1050,0.060602230185617494
1051,0.05942760995199037
1052,0.05826284823524191
1053,0.05710803073044179
1054,0.055963243132658956
1055,0.05482857113696257
1056,0.05370410043842159
1057,0.05258991673210566
1058,0.05148610571308373
1059,0.05039275307642496
1060,0.04930994451719833
1061,0.048237765730473454
1062,0.047176302411319294
1063,0.04612564025480503
1064,0.04508586495599962
1065,0.04405706220997267
1066,0.04303931771179315
1067,0.04203271715653004
1068,0.041037346239252925
1069,0.04005329065503079
1070,0.039080636098932794
1071,0.03811946826602794
1072,0.03716987285138578
1073,0.03623193555007531
1074,0.03530574205716571
1075,0.034391378067725964
1076,0.03348892927682563
1077,0.03259848137953372
1078,0.03172012007091938
1079,0.03085393104605163
1080,0.03
1081,0.029158392085120596
1082,0.02832909028291792
1083,0.0275120570321841
1084,0.02670725477171074
1085,0.025914645940289614
1086,0.02513419297671234
1087,0.024365858319771023
1088,0.023609604408257278
1089,0.02286539368096288
1090,0.022133188576679456
1091,0.021412951534199094
1092,0.020704644992313413
1093,0.020008231389814196
1094,0.01932367316549307
1095,0.018650932758142114
1096,0.01798997260655295
1097,0.017340755149517228
1098,0.016703242825826994
1099,0.01607739807427389
1100,0.015463183333649695
1101,0.014860561042746058
1102,0.01426949364035502
1103,0.013689943565268224
1104,0.013121873256277448
1105,0.012565245152174352
1106,0.012020021691750956
1107,0.011486165313798917
1108,0.01096363845711001
1109,0.010452403560475908
1110,0.009952423062688604
1111,0.009463659402539772
1112,0.008986075018821083
1113,0.008519632350324522
1114,0.008064293835841771
1115,0.007620021914164593
1116,0.0071867790240846855
1117,0.00676452760439401
1118,0.006353230093884247
1119,0.00595284893134718
1120,0.005563346555574503
1121,0.005184685405358161
1122,0.004816827919489853
1123,0.004459736536761346
1124,0.004113373695964351
1125,0.003777701835890794
1126,0.003452683395332376
1127,0.003138280813080814
1128,0.002834456527928016
1129,0.0025411729786656936
1130,0.002258392604085626
1131,0.0019860778429795327
1132,0.0017241911341393111
1133,0.0014726949163566738
1134,0.001231551628423413
1135,0.0010007237091312392
1136,0.0007801735972720412
1137,0.0005698637316375432
1138,0.00036975655101952444
1139,0.00017981449420972407
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,0.0
1159,0.0
1160,0.0
1161,0.0
1162,0.0
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,0.0
1184,0.0
1185,0.0
1186,0.0
1187,0.0
1188,0.0
1189,0.0
1190,0.0
1191,0.0
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,4.548410846613315e-05
1202,8.832167741105978e-05
1203,0.00012856984676593003
1204,0.0001662857564619217
1205,0.00020152654643020327
1206,0.00023434935660194994
1207,0.00026481132690831606
1208,0.00029296959728047727
1209,0.0003188813076496021
1210,0.00034260359794686376
1211,0.0003641936081034205
1212,0.00038370847805044615
1213,0.000401205347719109
1214,0.0004167413570405806
1215,0.0004303736459460228
1216,0.0004421593543666075
1217,0.00045215562223350516
1218,0.0004604195894778798
1219,0.00046700839603090234
1220,0.00047197918182374093
1221,0.00047538908678756476
1222,0.000477295250853541
1223,0.00047775481395283855
1224,0.00047682491601662604
1225,0.00047456269697607087
1226,0.0004710252967623432
1227,0.0004662698553066108
1228,0.0004603535125400416
1229,0.0004533334083938029
1230,0.00044526668279906614
1231,0.00043621047568699823
1232,0.00042622192698876506
1233,0.0004153581766355402
1234,0.000403676364558489
1235,0.00039123363068878044
1236,0.0003780871149575799
1237,0.0003642939572960617
1238,0.0003499112976353913
1239,0.00033499627590673697
1240,0.0003196060320412639
1241,0.0003037977059701473
1242,0.000287628437624552
1243,0.00027115536693564704
1244,0.0002544356338345968
1245,0.00023752637825257624
1246,0.00022048474012075175
1247,0.00020336785937028683
1248,0.00018623287593235718
1249,0.00016913692973812814
1250,0.00015213716071876826
1251,0.0001352907088054418
1252,0.00011865471392932467
1253,0.00010228631602158178
1254,8.624265501338234e-05
1255,7.058087083588972e-05
1256,5.535810342027986e-05
1257,4.063149269771765e-05
1258,2.6458178599371874e-05
1259,1.2895301056408282e-05
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,0.0
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,0.0
1306,0.0
1307,0.0
1308,0.0
1309,0.0
1310,0.0
1311,0.0
1312,0.0
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,3.24654451646014e-06
1322,6.30208972566515e-06
1323,9.17082253886022e-06
1324,1.1856929867292523e-05
1325,1.4364598622208552e-05
1326,1.669801571485528e-05
1327,1.8861368056478217e-05
1328,2.085884255832436e-05
1329,2.269462613164023e-05
1330,2.4372905687672635e-05
1331,2.5897868137667378e-05
1332,2.7273700392871316e-05
1333,2.850458936453095e-05
1334,2.9594721963893e-05
1335,3.054828510220349e-05
1336,3.1369465690709164e-05
1337,3.206245064065666e-05
1338,3.2631426863292156e-05
1339,3.3080581269862337e-05
1340,3.3414100771613685e-05
1341,3.363617227979275e-05
1342,3.3750982705645916e-05
1343,3.3762718960419736e-05
1344,3.3675567955360705e-05
1345,3.349371660171528e-05
1346,3.322135181073005e-05
1347,3.286266049365143e-05
1348,3.2421829561725973e-05
1349,3.190304592620004e-05
1350,3.1310496498320325e-05
1351,3.064836818933325e-05
